"Time","Probe-1","Probe-2","Probe-3","Probe-4"
2023-05-02 13:50:00,44.6,28.9,44.4,25.1
2023-05-02 13:55:00,44.1,28.8,44.5,25.1
2023-05-02 14:00:00,44.3,28.9,44.2,25.1
2023-05-02 14:05:00,44.0,28.8,44.1,25.1
2023-05-02 14:10:00,44.0,28.8,43.5,25.1
2023-05-02 14:15:00,43.8,28.8,43.7,25.1
2023-05-02 14:20:00,44.1,28.8,43.9,25.1
2023-05-02 14:25:00,44.1,28.7,43.7,25.1
2023-05-02 14:30:00,44.0,28.7,43.8,25.1
2023-05-02 14:35:00,43.4,28.7,43.6,25.1
2023-05-02 14:40:00,43.4,28.7,43.5,25.1
2023-05-02 14:45:00,43.8,28.7,42.9,25.1
2023-05-02 14:50:00,43.4,28.6,43.4,25.1
2023-05-02 14:55:00,43.2,28.6,43.4,25.1
2023-05-02 15:00:00,43.2,28.7,42.9,25.1
2023-05-02 15:05:00,43.1,28.6,43.1,25.1
2023-05-02 15:10:00,43.0,28.6,43.2,25.1
2023-05-02 15:15:00,42.8,28.6,43.2,25.0
2023-05-02 15:20:00,43.2,28.6,43.0,25.0
2023-05-02 15:25:00,43.0,28.6,42.9,25.0
2023-05-02 15:30:00,42.6,28.5,42.4,25.0
2023-05-02 15:35:00,42.8,28.5,42.5,25.1
2023-05-02 15:40:00,42.9,28.5,42.6,25.1
2023-05-02 15:45:00,42.8,28.5,42.4,25.0
2023-05-02 15:50:00,42.3,28.5,42.5,25.0
2023-05-02 15:55:00,42.5,28.4,42.4,25.0
2023-05-02 16:00:00,42.3,28.4,42.6,25.0
2023-05-02 16:05:00,42.4,28.4,42.3,25.0
2023-05-02 16:10:00,42.5,28.4,42.2,25.0
2023-05-02 16:15:00,42.3,28.4,42.0,25.0
2023-05-02 16:20:00,42.2,28.4,41.9,25.0
2023-05-02 16:25:00,42.3,28.4,42.0,25.0
2023-05-02 16:30:00,42.0,28.3,42.0,25.0
2023-05-02 16:35:00,42.0,28.3,42.0,24.9
2023-05-02 16:40:00,42.2,28.3,41.5,25.0
2023-05-02 16:45:00,41.9,28.3,41.4,24.9
2023-05-02 16:50:00,41.9,28.2,41.8,24.9
2023-05-02 16:55:00,41.7,28.3,41.6,24.9
2023-05-02 17:00:00,41.7,28.2,41.6,24.9
2023-05-02 17:05:00,41.5,28.1,41.6,24.9
2023-05-02 17:10:00,41.6,28.0,41.5,24.9
2023-05-02 17:15:00,41.6,28.0,41.1,24.9
2023-05-02 17:20:00,41.5,28.0,41.2,24.8
2023-05-02 17:25:00,41.1,27.9,41.3,24.8
2023-05-02 17:30:00,41.1,27.9,40.7,24.9
2023-05-02 17:35:00,41.1,27.9,41.0,24.8
2023-05-02 17:40:00,41.2,27.9,41.0,24.8
2023-05-02 17:45:00,41.1,27.8,40.9,24.8
2023-05-02 17:50:00,40.9,27.8,41.0,24.8
2023-05-02 17:55:00,41.0,27.8,40.6,24.8
2023-05-02 18:00:00,40.9,27.7,40.7,24.8
2023-05-02 18:05:00,40.6,27.7,40.7,24.7
2023-05-02 18:10:00,40.6,27.7,40.8,24.8
2023-05-02 18:15:00,40.8,27.7,40.4,24.7
2023-05-02 18:20:00,40.8,27.6,40.2,24.7
2023-05-02 18:25:00,40.4,27.6,40.3,24.6
2023-05-02 18:30:00,40.2,27.6,40.2,24.6
2023-05-02 18:35:00,40.3,27.6,40.4,24.6
2023-05-02 18:40:00,40.3,27.5,40.0,24.6
2023-05-02 18:45:00,39.9,27.5,40.1,24.5
2023-05-02 18:50:00,40.0,27.4,39.8,24.5
2023-05-02 18:55:00,40.2,27.4,40.1,24.5
2023-05-02 19:00:00,40.0,27.3,39.8,24.5
2023-05-02 19:05:00,40.2,27.3,40.0,24.5
2023-05-02 19:10:00,39.9,27.3,39.8,24.5
2023-05-02 19:15:00,39.9,27.4,39.7,24.5
2023-05-02 19:20:00,39.9,27.3,39.8,24.5
2023-05-02 19:25:00,40.0,27.3,39.8,24.6
2023-05-02 19:30:00,39.8,27.4,39.6,24.6
2023-05-02 19:35:00,39.6,27.3,39.4,24.6
2023-05-02 19:40:00,40.0,27.4,39.7,24.6
2023-05-02 19:45:00,39.9,27.3,39.4,24.5
2023-05-02 19:50:00,39.5,27.3,39.5,24.6
2023-05-02 19:55:00,39.3,27.4,39.3,24.6
2023-05-02 20:00:00,39.6,27.3,39.2,24.6
2023-05-02 20:05:00,39.3,27.3,39.4,24.6
2023-05-02 20:10:00,39.3,27.3,39.2,24.6
2023-05-02 20:15:00,39.5,27.3,39.2,24.6
2023-05-02 20:20:00,39.3,27.2,39.1,24.5
2023-05-02 20:25:00,39.1,27.2,38.9,24.5
2023-05-02 20:30:00,39.2,27.2,38.8,24.6
2023-05-02 20:35:00,39.0,27.2,39.0,24.6
2023-05-02 20:40:00,38.9,27.2,38.8,24.6
2023-05-02 20:45:00,39.0,27.2,38.7,24.5
2023-05-02 20:50:00,39.1,27.2,38.8,24.6
2023-05-02 20:55:00,38.9,27.2,38.6,24.5
2023-05-02 21:00:00,39.1,27.2,38.4,24.5
2023-05-02 21:05:00,38.8,27.1,38.7,24.5
2023-05-02 21:10:00,38.7,27.1,38.6,24.5
2023-05-02 21:15:00,38.6,27.0,38.3,24.4
2023-05-02 21:20:00,38.7,27.0,38.5,24.4
2023-05-02 21:25:00,38.6,27.0,38.3,24.4
2023-05-02 21:30:00,38.6,26.9,38.2,24.4
2023-05-02 21:35:00,38.6,26.9,38.3,24.4
2023-05-02 21:40:00,38.5,27.0,38.3,24.4
2023-05-02 21:45:00,38.4,26.9,38.0,24.3
2023-05-02 21:50:00,38.5,26.9,38.0,24.4
2023-05-02 21:55:00,38.3,26.9,38.1,24.3
2023-05-02 22:00:00,38.2,26.9,37.8,24.4
2023-05-02 22:05:00,38.2,26.8,37.9,24.3
2023-05-02 22:10:00,38.1,26.8,37.8,24.3
2023-05-02 22:15:00,38.0,26.8,37.6,24.3
2023-05-02 22:20:00,38.0,26.8,37.8,24.2
2023-05-02 22:25:00,38.1,26.8,37.7,24.3
2023-05-02 22:30:00,37.9,26.7,37.6,24.2
2023-05-02 22:35:00,37.5,26.7,37.6,24.3
2023-05-02 22:40:00,38.0,26.7,37.3,24.3
2023-05-02 22:45:00,37.9,26.6,37.5,24.2
2023-05-02 22:50:00,37.7,26.6,37.4,24.2
2023-05-02 22:55:00,37.6,26.6,37.4,24.2
2023-05-02 23:00:00,37.6,26.6,37.1,24.2
2023-05-02 23:05:00,37.4,26.6,37.3,24.2
2023-05-02 23:10:00,37.4,26.5,37.1,24.2
2023-05-02 23:15:00,37.3,26.5,37.1,24.2
2023-05-02 23:20:00,37.5,26.4,37.1,24.1
2023-05-02 23:25:00,37.3,26.5,37.0,24.2
2023-05-02 23:30:00,37.2,26.5,37.0,24.2
2023-05-02 23:35:00,37.2,26.5,36.9,24.2
2023-05-02 23:40:00,37.2,26.5,36.9,24.2
2023-05-02 23:45:00,37.0,26.5,36.9,24.2
2023-05-02 23:50:00,37.1,26.4,36.7,24.1
2023-05-02 23:55:00,37.1,26.4,36.7,24.1
2023-05-03 00:00:00,37.0,26.5,36.8,24.1
2023-05-03 00:05:00,37.0,26.4,36.6,24.1
2023-05-03 00:10:00,37.0,26.4,36.7,24.1
2023-05-03 00:15:00,36.9,26.4,36.3,24.1
2023-05-03 00:20:00,36.8,26.3,36.5,24.1
2023-05-03 00:25:00,36.6,26.4,36.4,24.1
2023-05-03 00:30:00,36.6,26.3,36.3,24.1
2023-05-03 00:35:00,36.6,26.3,36.3,24.1
2023-05-03 00:40:00,36.7,26.4,36.3,24.1
2023-05-03 00:45:00,36.4,26.3,36.3,24.1
2023-05-03 00:50:00,36.5,26.3,36.2,24.0
2023-05-03 00:55:00,36.4,26.3,36.3,24.1
2023-05-03 01:00:00,36.5,26.2,36.1,24.0
2023-05-03 01:05:00,36.4,26.3,36.0,24.0
2023-05-03 01:10:00,36.3,26.3,36.0,24.0
2023-05-03 01:15:00,36.3,26.2,36.0,24.0
2023-05-03 01:20:00,36.3,26.2,35.9,24.0
2023-05-03 01:25:00,36.1,26.2,35.8,24.0
2023-05-03 01:30:00,36.1,26.2,35.8,24.0
2023-05-03 01:35:00,36.2,26.1,35.9,24.0
2023-05-03 01:40:00,36.1,26.2,35.8,24.0
2023-05-03 01:45:00,36.1,26.1,35.8,24.0
2023-05-03 01:50:00,36.0,26.1,35.7,24.0
2023-05-03 01:55:00,36.0,26.1,35.7,23.9
2023-05-03 02:00:00,35.9,26.1,35.8,24.0
2023-05-03 02:05:00,35.9,26.1,35.6,24.0
2023-05-03 02:10:00,35.9,26.1,35.5,24.0
2023-05-03 02:15:00,35.6,26.1,35.4,24.0
2023-05-03 02:20:00,35.7,26.0,35.4,23.9
2023-05-03 02:25:00,35.7,26.0,35.3,23.9
2023-05-03 02:30:00,35.7,26.0,35.3,23.9
2023-05-03 02:35:00,35.5,26.1,35.3,24.0
2023-05-03 02:40:00,35.6,26.0,35.3,23.9
2023-05-03 02:45:00,35.4,25.9,35.3,23.9
2023-05-03 02:50:00,35.5,26.0,35.2,23.9
2023-05-03 02:55:00,35.4,25.9,35.1,23.9
2023-05-03 03:00:00,35.5,26.0,35.1,23.9
2023-05-03 03:05:00,35.4,26.0,35.1,23.9
2023-05-03 03:10:00,35.3,25.9,34.9,23.9
2023-05-03 03:15:00,35.2,25.9,34.9,23.9
2023-05-03 03:20:00,35.1,25.9,34.9,23.9
2023-05-03 03:25:00,35.1,25.8,34.8,23.9
2023-05-03 03:30:00,35.2,25.9,34.9,23.9
2023-05-03 03:35:00,35.0,25.9,34.8,23.9
2023-05-03 03:40:00,35.1,25.8,34.8,23.9
2023-05-03 03:45:00,35.0,25.9,34.8,23.9
2023-05-03 03:50:00,35.0,25.9,34.7,23.9
2023-05-03 03:55:00,34.9,25.9,34.7,23.9
2023-05-03 04:00:00,34.9,25.9,34.7,23.9
2023-05-03 04:05:00,34.9,25.8,34.5,23.9
2023-05-03 04:10:00,34.8,25.8,34.4,23.9
2023-05-03 04:15:00,34.8,25.8,34.5,23.8
2023-05-03 04:20:00,34.8,25.8,34.4,23.8
2023-05-03 04:25:00,34.7,25.8,34.4,23.9
2023-05-03 04:30:00,34.6,25.8,34.4,23.8
2023-05-03 04:35:00,34.5,25.8,34.3,23.8
2023-05-03 04:40:00,34.6,25.8,34.3,23.9
2023-05-03 04:45:00,34.4,25.8,34.3,23.8
2023-05-03 04:50:00,34.5,25.8,34.2,23.9
2023-05-03 04:55:00,34.4,25.8,34.2,23.9
2023-05-03 05:00:00,34.4,25.8,34.2,23.9
2023-05-03 05:05:00,34.4,25.8,34.2,23.8
2023-05-03 05:10:00,34.3,25.7,34.0,23.8
2023-05-03 05:15:00,34.3,25.7,34.0,23.8
2023-05-03 05:20:00,34.2,25.8,34.0,23.8
2023-05-03 05:25:00,34.3,25.7,33.9,23.9
2023-05-03 05:30:00,34.2,25.8,33.9,23.9
2023-05-03 05:35:00,34.2,25.8,33.9,23.9
2023-05-03 05:40:00,34.1,25.8,33.8,23.9
2023-05-03 05:45:00,34.1,25.8,33.9,23.8
2023-05-03 05:50:00,34.0,25.7,33.8,23.9
2023-05-03 05:55:00,34.0,25.7,33.7,23.8
2023-05-03 06:00:00,34.0,25.7,33.7,23.9
2023-05-03 06:05:00,34.0,25.8,33.7,23.9
2023-05-03 06:10:00,33.9,25.7,33.7,23.9
2023-05-03 06:15:00,33.9,25.8,33.7,23.9
2023-05-03 06:20:00,33.9,25.7,33.6,23.9
2023-05-03 06:25:00,33.9,25.8,33.5,23.9
2023-05-03 06:30:00,33.8,25.8,33.6,23.9
2023-05-03 06:35:00,33.7,25.7,33.5,23.9
2023-05-03 06:40:00,33.7,25.7,33.5,23.9
2023-05-03 06:45:00,33.7,25.7,33.4,23.9
2023-05-03 06:50:00,33.7,25.7,33.4,23.9
2023-05-03 06:55:00,33.6,25.8,33.4,23.9
2023-05-03 07:00:00,33.6,25.8,33.3,23.9
2023-05-03 07:05:00,33.5,25.7,33.3,23.9
2023-05-03 07:10:00,33.5,25.8,33.3,23.9
2023-05-03 07:15:00,33.5,25.7,33.2,23.9
2023-05-03 07:20:00,33.4,25.7,33.2,23.9
2023-05-03 07:25:00,33.4,25.7,33.1,23.9
2023-05-03 07:30:00,33.4,25.7,33.2,23.9
2023-05-03 07:35:00,33.3,25.7,33.1,23.9
2023-05-03 07:40:00,33.3,25.7,33.1,23.9
2023-05-03 07:45:00,33.2,25.7,33.0,23.9
2023-05-03 07:50:00,33.2,25.7,33.0,23.9
2023-05-03 07:55:00,33.2,25.7,33.0,23.9
2023-05-03 08:00:00,33.0,25.7,32.9,23.9
2023-05-03 08:05:00,33.0,25.7,32.9,24.0
2023-05-03 08:10:00,33.0,25.8,32.9,23.9
2023-05-03 08:15:00,33.0,25.8,32.9,23.9
2023-05-03 08:20:00,33.0,25.8,32.9,23.9
2023-05-03 08:25:00,33.0,25.8,32.9,23.9
2023-05-03 08:30:00,33.0,25.8,32.8,23.9
2023-05-03 08:35:00,32.9,25.8,32.8,23.8
2023-05-03 08:40:00,32.9,25.8,32.7,23.9
2023-05-03 08:45:00,32.9,25.8,32.7,23.9
2023-05-03 08:50:00,32.8,25.8,32.7,23.9
2023-05-03 08:55:00,32.8,25.7,32.7,23.9
2023-05-03 09:00:00,32.8,25.8,32.6,24.0
2023-05-03 09:05:00,32.7,25.8,32.6,24.0
2023-05-03 09:10:00,32.7,25.8,32.6,24.1
2023-05-03 09:15:00,32.7,25.8,32.5,24.1
2023-05-03 09:20:00,32.7,25.8,32.5,24.1
2023-05-03 09:25:00,32.6,25.8,32.5,24.1
2023-05-03 09:30:00,32.6,25.9,32.5,24.1
2023-05-03 09:35:00,32.5,25.9,32.4,24.1
2023-05-03 09:40:00,32.5,25.9,32.4,24.2
2023-05-03 09:45:00,32.5,25.9,32.4,24.2
2023-05-03 09:50:00,32.5,25.9,32.4,24.1
2023-05-03 09:55:00,32.4,25.9,32.3,24.1
2023-05-03 10:00:00,32.4,25.9,32.3,24.2
2023-05-03 10:05:00,32.4,25.9,32.3,24.2
2023-05-03 10:10:00,32.3,25.9,32.2,24.3
2023-05-03 10:15:00,32.3,25.9,32.2,24.2
2023-05-03 10:20:00,32.2,25.9,32.2,24.2
2023-05-03 10:25:00,32.2,25.9,32.1,24.3
2023-05-03 10:30:00,32.2,25.9,32.1,24.3
2023-05-03 10:35:00,32.2,25.9,32.1,24.3
2023-05-03 10:40:00,32.1,25.9,32.1,24.3
2023-05-03 10:45:00,32.1,25.9,32.1,24.3
2023-05-03 10:50:00,32.1,25.9,32.0,24.4
2023-05-03 10:55:00,32.1,25.9,32.0,24.3
2023-05-03 11:00:00,32.1,25.9,32.0,24.3
2023-05-03 11:05:00,32.0,25.9,31.9,24.4
2023-05-03 11:10:00,32.0,25.9,31.9,24.3
2023-05-03 11:15:00,32.0,25.9,31.9,24.4
2023-05-03 11:20:00,31.9,26.0,31.8,24.4
2023-05-03 11:25:00,31.9,25.9,31.8,24.4
2023-05-03 11:30:00,31.9,25.9,31.8,24.5
2023-05-03 11:35:00,31.8,26.0,31.7,24.5
2023-05-03 11:40:00,31.8,26.1,31.7,24.5
2023-05-03 11:45:00,31.7,26.0,31.7,24.6
2023-05-03 11:50:00,31.8,26.0,31.7,24.5
2023-05-03 11:55:00,31.7,26.0,31.6,24.6
2023-05-03 12:00:00,31.7,26.0,31.6,24.5
2023-05-03 12:05:00,31.7,26.0,31.6,24.5
2023-05-03 12:10:00,31.7,26.1,31.6,24.5
2023-05-03 12:15:00,31.6,26.1,31.6,24.5
2023-05-03 12:20:00,31.6,26.1,31.6,24.5
2023-05-03 12:25:00,31.6,26.1,31.6,24.6
2023-05-03 12:30:00,31.6,26.0,31.5,24.6
2023-05-03 12:35:00,31.5,26.1,31.5,24.6
2023-05-03 12:40:00,31.5,26.1,31.4,24.6
2023-05-03 12:45:00,31.5,26.1,31.4,24.6
2023-05-03 12:50:00,31.5,26.1,31.4,24.6
2023-05-03 12:55:00,31.5,26.1,31.4,24.6
2023-05-03 13:00:00,31.5,26.1,31.4,24.6
2023-05-03 13:05:00,31.5,26.1,31.4,24.6
2023-05-03 13:10:00,31.4,26.0,31.3,24.6
2023-05-03 13:15:00,31.4,26.1,31.3,24.6
2023-05-03 13:20:00,31.4,26.1,31.3,24.6
2023-05-03 13:25:00,31.3,26.1,31.2,24.6
2023-05-03 13:30:00,31.3,26.1,31.2,24.6
2023-05-03 13:35:00,31.3,26.1,31.2,24.6
2023-05-03 13:40:00,31.3,26.1,31.2,24.6
2023-05-03 13:45:00,31.2,26.0,31.2,24.6
2023-05-03 13:50:00,31.3,26.0,31.1,24.5
2023-05-03 13:55:00,31.2,25.9,31.1,24.6
2023-05-03 14:00:00,31.2,26.0,31.1,24.5
2023-05-03 14:05:00,31.1,25.9,31.1,24.5
2023-05-03 14:10:00,31.1,25.9,31.0,24.5
2023-05-03 14:15:00,31.1,25.9,31.0,24.5
2023-05-03 14:20:00,31.1,25.9,31.0,24.4
2023-05-03 14:25:00,31.1,25.9,31.0,24.4
2023-05-03 14:30:00,31.0,25.8,31.0,24.4
2023-05-03 14:35:00,31.0,25.9,30.9,24.4
2023-05-03 14:40:00,31.0,25.9,30.9,24.4
2023-05-03 14:45:00,31.0,25.9,30.9,24.4
2023-05-03 14:50:00,31.0,25.8,30.9,24.4
2023-05-03 14:55:00,30.9,25.8,30.8,24.4
2023-05-03 15:00:00,30.9,25.9,30.8,24.4
2023-05-03 15:05:00,30.9,25.9,30.8,24.4
2023-05-03 15:10:00,30.9,25.8,30.8,24.4
2023-05-03 15:15:00,30.9,25.8,30.7,24.4
2023-05-03 15:20:00,30.9,25.8,30.7,24.4
2023-05-03 15:25:00,30.8,25.8,30.7,24.4
2023-05-03 15:30:00,30.8,25.7,30.7,24.4
2023-05-03 15:35:00,30.8,25.8,30.6,24.4
2023-05-03 15:40:00,30.8,25.7,30.6,24.4
2023-05-03 15:45:00,30.7,25.7,30.6,24.4
2023-05-03 15:50:00,30.7,25.7,30.6,24.4
2023-05-03 15:55:00,30.7,25.7,30.6,24.4
2023-05-03 16:00:00,30.7,25.7,30.5,24.4
2023-05-03 16:05:00,30.6,25.7,30.5,24.3
2023-05-03 16:10:00,30.6,25.7,30.5,24.4
2023-05-03 16:15:00,30.7,25.7,30.5,24.3
2023-05-03 16:20:00,30.7,25.7,30.5,24.3
2023-05-03 16:25:00,30.6,25.7,30.5,24.3
2023-05-03 16:30:00,30.6,25.6,30.4,24.3
2023-05-03 16:35:00,30.5,25.6,30.4,24.2
2023-05-03 16:40:00,30.5,25.5,30.4,24.2
2023-05-03 16:45:00,30.5,25.5,30.4,24.2
2023-05-03 16:50:00,30.5,25.5,30.3,24.2
2023-05-03 16:55:00,30.4,25.5,30.3,24.2
2023-05-03 17:00:00,30.4,25.5,30.3,24.3
2023-05-03 17:05:00,30.4,25.5,30.3,24.2
2023-05-03 17:10:00,30.3,25.5,30.2,24.2
2023-05-03 17:15:00,30.3,25.4,30.2,24.2
2023-05-03 17:20:00,30.3,25.4,30.2,24.2
2023-05-03 17:25:00,30.3,25.4,30.2,24.2
2023-05-03 17:30:00,30.2,25.4,30.2,24.2
2023-05-03 17:35:00,30.2,25.5,30.1,24.2
2023-05-03 17:40:00,30.2,25.5,30.1,24.2
2023-05-03 17:45:00,30.2,25.3,30.1,24.2
2023-05-03 17:50:00,30.2,25.3,30.1,24.2
2023-05-03 17:55:00,30.2,25.4,30.0,24.2
2023-05-03 18:00:00,30.1,25.3,30.0,24.2
2023-05-03 18:05:00,30.1,25.3,30.0,24.2
2023-05-03 18:10:00,30.1,25.3,30.0,24.2
2023-05-03 18:15:00,30.1,25.2,30.0,24.1
2023-05-03 18:20:00,30.0,25.2,30.0,24.1
2023-05-03 18:25:00,30.0,25.2,29.9,24.1
2023-05-03 18:30:00,30.0,25.2,29.9,24.2
2023-05-03 18:35:00,30.0,25.2,29.9,24.1
2023-05-03 18:40:00,30.0,25.2,29.9,24.1
2023-05-03 18:45:00,30.0,25.1,29.9,24.1
2023-05-03 18:50:00,30.0,25.1,29.8,24.1
2023-05-03 18:55:00,29.9,25.1,29.8,24.1
2023-05-03 19:00:00,29.9,25.0,29.8,24.1
2023-05-03 19:05:00,29.9,25.0,29.8,24.1
2023-05-03 19:10:00,29.9,25.0,29.8,24.1
2023-05-03 19:15:00,29.9,25.0,29.7,24.1
2023-05-03 19:20:00,29.9,25.0,29.7,24.1
2023-05-03 19:25:00,29.9,25.0,29.7,24.1
2023-05-03 19:30:00,29.8,25.0,29.7,24.1
2023-05-03 19:35:00,29.8,25.0,29.7,24.1
2023-05-03 19:40:00,29.8,24.9,29.7,24.1
2023-05-03 19:45:00,29.8,24.9,29.7,24.1
2023-05-03 19:50:00,29.7,24.9,29.7,24.1
2023-05-03 19:55:00,29.8,24.9,29.6,24.1
2023-05-03 20:00:00,29.8,24.9,29.6,24.0
2023-05-03 20:05:00,29.7,24.9,29.6,24.0
2023-05-03 20:10:00,29.7,24.9,29.6,24.0
2023-05-03 20:15:00,29.7,24.9,29.6,24.0
2023-05-03 20:20:00,29.7,24.9,29.5,24.0
2023-05-03 20:25:00,29.6,24.8,29.5,23.9
2023-05-03 20:30:00,29.6,24.9,29.5,23.9
2023-05-03 20:35:00,29.6,24.8,29.5,23.9
2023-05-03 20:40:00,29.6,24.9,29.4,23.9
2023-05-03 20:45:00,29.6,24.8,29.4,23.9
2023-05-03 20:50:00,29.6,24.8,29.4,23.9
2023-05-03 20:55:00,29.6,24.9,29.4,23.9
2023-05-03 21:00:00,29.5,24.9,29.3,23.9
2023-05-03 21:05:00,29.5,24.9,29.3,23.9
2023-05-03 21:10:00,29.5,24.8,29.3,23.9
2023-05-03 21:15:00,29.5,24.9,29.3,23.9
2023-05-03 21:20:00,29.4,24.9,29.3,23.8
2023-05-03 21:25:00,29.5,24.9,29.2,23.8
2023-05-03 21:30:00,29.4,24.9,29.2,23.8
2023-05-03 21:35:00,29.4,24.9,29.2,23.8
2023-05-03 21:40:00,29.4,24.9,29.2,23.8
2023-05-03 21:45:00,29.4,24.9,29.1,23.8
2023-05-03 21:50:00,29.3,24.8,29.1,23.8
2023-05-03 21:55:00,29.4,24.9,29.1,23.8
2023-05-03 22:00:00,29.3,24.9,29.1,23.8
2023-05-03 22:05:00,29.3,24.9,29.1,23.8
2023-05-03 22:10:00,29.3,24.9,29.0,23.8
2023-05-03 22:15:00,29.3,24.9,29.0,23.8
2023-05-03 22:20:00,29.3,24.8,29.0,23.7
2023-05-03 22:25:00,29.2,24.9,29.0,23.7
2023-05-03 22:30:00,29.2,24.8,28.9,23.7
2023-05-03 22:35:00,29.1,24.8,28.9,23.7
2023-05-03 22:40:00,29.2,24.8,28.9,23.8
2023-05-03 22:45:00,29.1,24.8,28.9,23.7
2023-05-03 22:50:00,29.1,24.8,28.9,23.7
2023-05-03 22:55:00,29.1,24.8,28.9,23.7
2023-05-03 23:00:00,29.1,24.8,28.9,23.8
2023-05-03 23:05:00,29.1,24.8,28.8,23.7
2023-05-03 23:10:00,29.1,24.8,28.8,23.7
2023-05-03 23:15:00,29.1,24.8,28.8,23.7
2023-05-03 23:20:00,29.0,24.8,28.8,23.7
2023-05-03 23:25:00,29.1,24.8,28.8,23.7
2023-05-03 23:30:00,29.1,24.8,28.7,23.7
2023-05-03 23:35:00,29.0,24.8,28.7,23.7
2023-05-03 23:40:00,29.0,24.7,28.7,23.7
2023-05-03 23:45:00,29.0,24.8,28.7,23.7
2023-05-03 23:50:00,29.0,24.7,28.7,23.7
2023-05-03 23:55:00,29.0,24.7,28.7,23.7
2023-05-04 00:00:00,29.0,24.7,28.6,23.7
2023-05-04 00:05:00,28.9,24.7,28.6,23.7
2023-05-04 00:10:00,28.9,24.7,28.6,23.7
2023-05-04 00:15:00,28.9,24.7,28.6,23.7
2023-05-04 00:20:00,28.8,24.6,28.6,23.7
2023-05-04 00:25:00,28.8,24.6,28.6,23.7
