t,T,TT
247040,26.148014748730322,24.700080870134684
247050,26.147832648057587,24.700062351757076
247060,26.14765056795792,24.700043835123605
247070,26.147468508428958,24.700025320234108
247080,26.14728646946833,24.700006807088414
247090,26.14710445107367,24.69998829568636
247100,26.14692245324261,24.69996978602778
247110,26.14674047597278,24.699951278112504
247120,26.14655851926182,24.699932771940365
247130,26.146376583107358,24.6999142675112
247140,26.146194667507032,24.69989576482484
247150,26.146012772458473,24.699877263881124
247160,26.145830897959318,24.699858764679878
247170,26.1456490440072,24.69984026722094
247180,26.145467210599755,24.69982177150414
247190,26.145285397734618,24.699803277529316
247200,26.145103605409425,24.6997847852963
247210,26.144921833621808,24.69976629480492
247220,26.14474008236941,24.699747806055015
247230,26.14455835164986,24.699729319046423
247240,26.1443766414608,24.69971083377897
247250,26.144194951799864,24.69969235025249
247260,26.14401328266469,24.699673868466824
247270,26.14383163405292,24.6996553884218
247280,26.143650005962183,24.69963691011725
247290,26.143468398390123,24.699618433553013
247300,26.143286811334377,24.699599958728918
247310,26.143105244792586,24.699581485644803
247320,26.142923698762385,24.699563014300498
247330,26.142742173241416,24.699544544695836
247340,26.142560668227315,24.699526076830658
247350,26.142379183717726,24.69950761070479
247360,26.142197719710285,24.69948914631807
247370,26.142016276202636,24.69947068367033
247380,26.141834853192417,24.699452222761405
247390,26.14165345067727,24.69943376359113
247400,26.141472068654835,24.699415306159338
247410,26.141290707122753,24.69939685046586
247420,26.141109366078666,24.699378396510532
247430,26.14092804552022,24.69935994429319
247440,26.14074674544505,24.699341493813666
247450,26.140565465850802,24.699323045071793
247460,26.14038420673512,24.699304598067407
247470,26.140202968095647,24.69928615280034
247480,26.140021749930025,24.69926770927043
247490,26.139840552235896,24.699249267477505
247500,26.139659375010904,24.699230827421406
247510,26.139478218252698,24.699212389101962
247520,26.13929708195892,24.699193952519007
247530,26.13911596612721,24.69917551767238
247540,26.138934870755218,24.699157084561907
247550,26.13875379584059,24.699138653187433
247560,26.138572741380965,24.699120223548782
247570,26.138391707373994,24.69910179564579
247580,26.138210693817324,24.6990833694783
247590,26.1380297007086,24.699064945046135
247600,26.137848728045466,24.69904652234914
247610,26.137667775825573,24.69902810138714
247620,26.137486844046563,24.699009682159968
247630,26.137305932706088,24.698991264667466
247640,26.137125041801795,24.698972848909467
247650,26.13694417133133,24.698954434885803
247660,26.136763321292342,24.698936022596307
247670,26.136582491682482,24.698917612040816
247680,26.136401682499397,24.698899203219163
247690,26.136220893740735,24.69888079613118
247700,26.136040125404143,24.69886239077671
247710,26.135859377487275,24.698843987155577
247720,26.13567864998778,24.698825585267624
247730,26.13549794290331,24.698807185112678
247740,26.135317256231513,24.698788786690578
247750,26.13513658997004,24.698770390001158
247760,26.134955944116538,24.69875199504425
247770,26.134775318668662,24.698733601819693
247780,26.134594713624068,24.698715210327318
247790,26.134414128980403,24.69869682056696
247800,26.134233564735318,24.698678432538454
247810,26.134053020886466,24.698660046241635
247820,26.1338724974315,24.698641661676337
247830,26.133691994368075,24.698623278842394
247840,26.133511511693843,24.698604897739642
247850,26.133331049406458,24.698586518367915
247860,26.133150607503573,24.698568140727044
247870,26.132970185982842,24.69854976481687
247880,26.13278978484192,24.69853139063723
247890,26.13260940407846,24.698513018187946
247900,26.132429043690113,24.698494647468863
247910,26.13224870367454,24.698476278479813
247920,26.1320683840294,24.698457911220633
